SCENARIO 1: REGULAR RANGE; REGULAR SLIDE
	DETERMINISTIC AND PERIODIC
		COUNT	13500.0	9000.0	1.1111111111111112
		COUNT	11000.0	6500.0	1.5384615384615385
		COUNT	17000.0	7000.0	1.4285714285714286
		COUNT	12500.0	4500.0	2.2222222222222223
		COUNT	13000.0	9500.0	1.0526315789473684
		COUNT	13000.0	6500.0	1.5384615384615385
		COUNT	11000.0	9000.0	1.1111111111111112
		COUNT	14000.0	6000.0	1.6666666666666667
		COUNT	16500.0	3000.0	3.3333333333333335
		COUNT	16000.0	7500.0	1.3333333333333333
		COUNT	14500.0	4500.0	2.2222222222222223
		COUNT	16500.0	9000.0	1.1111111111111112
		COUNT	15500.0	4500.0	2.2222222222222223
		COUNT	16000.0	3000.0	3.3333333333333335
		COUNT	14500.0	2500.0	4.0
		COUNT	17500.0	3500.0	2.857142857142857
		COUNT	16000.0	4000.0	2.5
		COUNT	13000.0	6000.0	1.6666666666666667
		COUNT	14500.0	9000.0	1.1111111111111112
		COUNT	12000.0	7000.0	1.4285714285714286
