SCENARIO 1: REGULAR RANGE; REGULAR SLIDE
	DETERMINISTIC AND PERIODIC
		COUNT	12876.0	6010.0	1.663893510815308
		COUNT	10455.0	4160.0	2.4038461538461537
		COUNT	13063.0	4348.0	2.2999080036798527
		COUNT	18419.0	3518.0	2.8425241614553722
		COUNT	17352.0	1352.0	7.396449704142012
		COUNT	19222.0	4162.0	2.4026910139356077
		COUNT	10302.0	487.0	20.53388090349076
		COUNT	16939.0	959.0	10.427528675703858
		COUNT	16795.0	3941.0	2.537427048972342
		COUNT	10262.0	9770.0	1.0235414534288638
		COUNT	11779.0	8234.0	1.2144765606023804
		COUNT	16569.0	9612.0	1.0403662089055348
		COUNT	16861.0	8167.0	1.2244398187829069
		COUNT	11119.0	5868.0	1.7041581458759374
		COUNT	15180.0	6198.0	1.6134236850596966
		COUNT	15799.0	6133.0	1.6305233980107614
		COUNT	18142.0	5440.0	1.838235294117647
		COUNT	14346.0	9386.0	1.0654165778819518
		COUNT	11985.0	6365.0	1.5710919088766693
		COUNT	14022.0	9819.0	1.0184336490477646
		PUNCT	0	 0 	 0
		PUNCT	1	 0 	 0
		PUNCT	2	 0 	 0
		PUNCT	3	 0 	 0
		PUNCT	4	 0 	 0
		PUNCT	5	 0 	 0
		PUNCT	6	 0 	 0
		PUNCT	7	 0 	 0
		PUNCT	8	 0 	 0
		PUNCT	9	 0 	 0
		PUNCT	10	 0 	 0
		PUNCT	11	 0 	 0
		PUNCT	12	 0 	 0
		PUNCT	13	 0 	 0
		PUNCT	14	 0 	 0
		PUNCT	15	 0 	 0
		PUNCT	16	 0 	 0
		PUNCT	17	 0 	 0
		PUNCT	18	 0 	 0
		PUNCT	19	 0 	 0
