SCENARIO 1: REGULAR RANGE; REGULAR SLIDE
	DETERMINISTIC AND PERIODIC
		COUNT	42500.0	2800.0	3.5714285714285716
		COUNT	79900.0	3900.0	5.2631578947368425
		COUNT	73900.0	7100.0	1.408450704225352
		COUNT	20400.0	9700.0	1.0309278350515463
		COUNT	75300.0	15200.0	0.6578947368421053
		COUNT	21200.0	14000.0	0.7142857142857143
		COUNT	22100.0	14300.0	0.6993006993006993
		COUNT	59300.0	18000.0	0.5555555555555556
		COUNT	63000.0	4100.0	2.4390243902439024
		COUNT	25000.0	9400.0	1.0638297872340425
		COUNT	28400.0	3000.0	3.3333333333333335
		COUNT	33600.0	16600.0	0.6024096385542169
		COUNT	45600.0	15500.0	0.6451612903225806
		COUNT	39400.0	10000.0	1.0
		COUNT	30400.0	14000.0	0.7142857142857143
		COUNT	69200.0	7600.0	1.3157894736842106
		COUNT	51000.0	9900.0	1.0101010101010102
		COUNT	71300.0	19700.0	0.5076142131979695
		COUNT	70900.0	7300.0	1.36986301369863
		COUNT	50000.0	17400.0	0.5747126436781609
		COUNT	23900.0	6700.0	1.492537313432836
		COUNT	73200.0	19100.0	0.5235602094240838
		COUNT	77900.0	6600.0	1.5151515151515151
		COUNT	57700.0	5900.0	1.694915254237288
		COUNT	72100.0	8400.0	1.1904761904761905
		COUNT	55200.0	5100.0	1.9607843137254901
		COUNT	39700.0	18000.0	0.5555555555555556
		COUNT	59200.0	18300.0	0.546448087431694
		COUNT	73400.0	8800.0	1.1363636363636365
		COUNT	80000.0	1600.0	6.25
		COUNT	62400.0	19200.0	0.5208333333333334
		COUNT	65200.0	14200.0	0.704225352112676
		COUNT	40500.0	6100.0	1.639344262295082
		COUNT	54600.0	18900.0	0.5291005291005291
		COUNT	40700.0	18200.0	0.5494505494505495
		COUNT	70600.0	16300.0	0.6134969325153374
		COUNT	79500.0	12000.0	0.8333333333333334
		COUNT	60500.0	17300.0	0.5780346820809249
		COUNT	42300.0	15800.0	0.6329113924050633
		COUNT	44500.0	11200.0	0.8928571428571429
		COUNT	51300.0	7800.0	1.2820512820512822
		COUNT	36700.0	3400.0	2.9411764705882355
		COUNT	78100.0	15600.0	0.6410256410256411
		COUNT	29800.0	4400.0	4.166666666666667
		COUNT	32000.0	7700.0	1.2987012987012987
		COUNT	63000.0	13900.0	0.7194244604316546
		COUNT	45800.0	16100.0	0.6211180124223602
		COUNT	73600.0	17700.0	0.5649717514124294
		COUNT	33000.0	4555.0	5.0
		COUNT	74100.0	16700.0	0.5988023952095808
		COUNT	65700.0	11200.0	0.8928571428571429
		COUNT	25900.0	6600.0	1.5151515151515151
		COUNT	60800.0	9000.0	1.1111111111111112
		COUNT	61000.0	15100.0	0.6622516556291391
		COUNT	23200.0	10400.0	0.9615384615384616
		COUNT	76500.0	8500.0	1.1764705882352942
		COUNT	79500.0	7500.0	1.3333333333333333
		COUNT	74500.0	18500.0	0.5405405405405406
		COUNT	40500.0	8300.0	1.2048192771084338
		COUNT	33800.0	7200.0	1.3888888888888888
		COUNT	53000.0	9600.0	1.0416666666666667
		COUNT	35800.0	15200.0	0.6578947368421053
		COUNT	74400.0	3800.0	2.6315789473684212
		COUNT	74800.0	16900.0	0.591715976331361
		COUNT	21500.0	5800.0	1.7241379310344827
		COUNT	56000.0	4700.0	2.127659574468085
		COUNT	27800.0	3500.0	6.666666666666667
		COUNT	26800.0	4200.0	3.125
		COUNT	31600.0	10000.0	1.0
		COUNT	55200.0	6500.0	4.0
